"C_HLEVEL","C_FULLNAME","C_NAME","C_SYNONYM_CD","C_VISUALATTRIBUTES","C_TOTALNUM","C_BASECODE","C_METADATAXML","C_FACTTABLECOLUMN","C_TABLENAME","C_COLUMNNAME","C_COLUMNDATATYPE","C_OPERATOR","C_DIMCODE","C_COMMENT","C_TOOLTIP","M_APPLIED_PATH","UPDATE_DATE","DOWNLOAD_DATE","IMPORT_DATE","SOURCESYSTEM_CD","VALUETYPE_CD","M_EXCLUSION_CD","C_PATH","C_SYMBOL","PCORI_BASECODE","OMOP_BASECODE"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\613xx\","613xx","N","LAE",(null),"LOCATION_CODE:613",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'613'",(null),"\Zip codes\Illinois","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\","613xx","613","613"
1,"\PCORI\ENCOUNTER\","Encounter","N","CAE",(null),(null),(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","like","\PCORI\ENCOUNTER\",(null),"Encounter","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\","ENCOUNTER",(null),(null)
3,"\PCORI\ENCOUNTER\DISCHARGE_STATUS\AM\","Against medical advice","N","LAE",(null),"DISCHARGE_STATUS:AM",(null),"patient_num","VISIT_DIMENSION","DISCHARGE_STATUS","T","IN","'AM'",(null),"Against medical advice","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DISCHARGE_STATUS\","AM","AM","AM"
5,"\PCORI\ENCOUNTER\DRG\01\(12) Diseases of Male Repro System\Surgical\","Surgical","N","FAE",(null),(null),(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(12) Diseases of Male Repro System\Surgical\","L_!6","CMS-DRG \ Diseases of Male Repro System \ Surgical","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(12) Diseases of Male Repro System\","Surgical",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\776xx\","776xx","N","LAE",(null),"LOCATION_CODE:776",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'776'",(null),"\Zip codes\Texas","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\","776xx","776","776"
3,"\PCORI\ENCOUNTER\ENC_TYPE\OA\","Other ambulatory visit","N","LAE",(null),"ENCTYPE:OA",(null),"patient_num","VISIT_DIMENSION","inout_cd","T","in","'OA'",(null),"Other Ambulatory Visit; Includes other non-overnight AV encounters such as hospice visits, home health visits, skilled nursing facility visits, other non-hospital visits, as well as telemedicine, telephone and email consultations. May also include ""lab only"" visits (when a lab is ordered outside of a patient visit), ""pharmacy only"" (e.g., when a patient has a refill ordered without a face-to-face visit), ""imaging only"", etc.","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\ENC_TYPE\","OA","OA","OA"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oregon\972xx\","972xx","N","LAE",(null),"LOCATION_CODE:972",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'972'",(null),"\Zip codes\Oregon","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oregon\","972xx","972","972"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Minnesota\553xx\","553xx","N","LAE",(null),"LOCATION_CODE:553",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'553'",(null),"\Zip codes\Minnesota","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Minnesota\","553xx","553","553"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\458xx\","458xx","N","LAE",(null),"LOCATION_CODE:458",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'458'",(null),"\Zip codes\Ohio","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\","458xx","458","458"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Jersey\077xx\","077xx","N","LAE",(null),"LOCATION_CODE:077",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'077'",(null),"\Zip codes\New Jersey","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Jersey\","077xx","077","077"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Florida\","Florida","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'328','323','325','332','334','346','339','329','322','349','326','320','335','337','327','321','331','324','338','342','333','344','341','336','347','330'",(null),"Demographics \ Zip codes \ Florida","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Florida",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Georgia\303xx\","303xx","N","LAE",(null),"LOCATION_CODE:303",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'303'",(null),"\Zip codes\Georgia","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Georgia\","303xx","303","303"
6,"\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\(479) Other Vascular Procedur~\","Other Vascular Procedures W/O CC","N","LAE",(null),"CMSDRG:479",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\(479) Other Vascular Procedur~\",(null),"CMS-DRG \ Diseases of Circulatory System \ Surgical \ Other Vascular Procedures W/O CC","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\Surgical\","(479) Other Vascular Procedur~","479","479"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Virginia\232xx\","232xx","N","LAE",(null),"LOCATION_CODE:232",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'232'",(null),"\Zip codes\Virginia","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Virginia\","232xx","232","232"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Arizona\850xx\","850xx","N","LAE",(null),"LOCATION_CODE:850",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'850'",(null),"\Zip codes\Arizona","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Arizona\","850xx","850","850"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nebraska\681xx\","681xx","N","LAE",(null),"LOCATION_CODE:681",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'681'",(null),"\Zip codes\Nebraska","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nebraska\","681xx","681","681"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\155xx\","155xx","N","LAE",(null),"LOCATION_CODE:155",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'155'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","155xx","155","155"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\449xx\","449xx","N","LAE",(null),"LOCATION_CODE:449",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'449'",(null),"\Zip codes\Ohio","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Ohio\","449xx","449","449"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Alabama\","Alabama","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'358','361','362','355','368','364','354','360','357','351','369','367','363','366','359','352','356','350','365'",(null),"Demographics \ Zip codes \ Alabama","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Alabama",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Idaho\837xx\","837xx","N","LAE",(null),"LOCATION_CODE:837",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'837'",(null),"\Zip codes\Idaho","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Idaho\","837xx","837","837"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nevada\891xx\","891xx","N","LAE",(null),"LOCATION_CODE:891",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'891'",(null),"\Zip codes\Nevada","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nevada\","891xx","891","891"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Indiana\477xx\","477xx","N","LAE",(null),"LOCATION_CODE:477",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'477'",(null),"\Zip codes\Indiana","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Indiana\","477xx","477","477"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Palau\969xx\","969xx","N","LAE",(null),"LOCATION_CODE:969",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'969'",(null),"\Zip codes\Palau","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Palau\","969xx","969","969"
2,"\PCORI\ENCOUNTER\DISCHARGE_DISPOSITION\","Discharge Disposition","N","CAE",(null),(null),(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","like","\PCORI\ENCOUNTER\DISCHARGE_DISPOSITION\",(null),"Vital status at discharge. Should be populated for Inpatient Hospital Stay (IP) and Non-Acute Institutional Stay (IS) encounter types. May be populated for Emergency Department (ED) encounter types. Should be missing for ambulatory visit (AV or OA) encounter types.","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\","DISCHARGE_DISPOSITION",(null),(null)
4,"\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\","Diseases of Circulatory System","N","FAE",(null),"MDC:005",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(05) Diseases of Circulatory System\",(null),"CMS-DRG \ Diseases of Circulatory System","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\","(05) Diseases of Circulatory System","005","005"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\141xx\","141xx","N","LAE",(null),"LOCATION_CODE:141",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'141'",(null),"\Zip codes\New York","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\","141xx","141","141"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Hampshire\002xx\","002xx","N","LAE",(null),"LOCATION_CODE:002",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'002'",(null),"\Zip codes\New Hampshire","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Hampshire\","002xx","002","002"
3,"\PCORI\ENCOUNTER\DISCHARGE_STATUS\AF\","Adult foster home","N","LAE",(null),"DISCHARGE_STATUS:AF",(null),"patient_num","VISIT_DIMENSION","DISCHARGE_STATUS","T","IN","'AF'",(null),"Adult foster home","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DISCHARGE_STATUS\","AF","AF","AF"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Iowa\515xx\","515xx","N","LAE",(null),"LOCATION_CODE:515",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'515'",(null),"\Zip codes\Iowa","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Iowa\","515xx","515","515"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Kentucky\419xx\","419xx","N","LAE",(null),"LOCATION_CODE:419",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'419'",(null),"\Zip codes\Kentucky","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Kentucky\","419xx","419","419"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\795xx\","795xx","N","LAE",(null),"LOCATION_CODE:795",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'795'",(null),"\Zip codes\Texas","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\","795xx","795","795"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Utah\844xx\","844xx","N","LAE",(null),"LOCATION_CODE:844",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'844'",(null),"\Zip codes\Utah","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Utah\","844xx","844","844"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Montana\595xx\","595xx","N","LAE",(null),"LOCATION_CODE:595",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'595'",(null),"\Zip codes\Montana","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Montana\","595xx","595","595"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Arkansas\729xx\","729xx","N","LAE",(null),"LOCATION_CODE:729",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'729'",(null),"\Zip codes\Arkansas","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Arkansas\","729xx","729","729"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\926xx\","926xx","N","LAE",(null),"LOCATION_CODE:926",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'926'",(null),"\Zip codes\California","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\","926xx","926","926"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\174xx\","174xx","N","LAE",(null),"LOCATION_CODE:174",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'174'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","174xx","174","174"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\177xx\","177xx","N","LAE",(null),"LOCATION_CODE:177",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'177'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","177xx","177","177"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Louisiana\703xx\","703xx","N","LAE",(null),"LOCATION_CODE:703",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'703'",(null),"\Zip codes\Louisiana","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Louisiana\","703xx","703","703"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Armed Forces Pacific\965xx\","965xx","N","LAE",(null),"LOCATION_CODE:965",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'965'",(null),"\Zip codes\Armed Forces Pacific","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Armed Forces Pacific\","965xx","965","965"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Georgia\304xx\","304xx","N","LAE",(null),"LOCATION_CODE:304",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'304'",(null),"\Zip codes\Georgia","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Georgia\","304xx","304","304"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\011xx\","011xx","N","LAE",(null),"LOCATION_CODE:011",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'011'",(null),"\Zip codes\Massachusetts","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\","011xx","011","011"
2,"\PCORI\ENCOUNTER\ADMITTING_SOURCE\","Admitting Source","N","CAE",(null),(null),(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","like","\PCORI\ENCOUNTER\ADMITTING_SOURCE\",(null),"Should be populated for Inpatient Hospital Stay (IP) and Non-Acute Institutional Stay (IS) encounter types. May be populated for Emergency Department (ED) encounter types. Should be missing for ambulatory visit (AV or OA) encounter types.","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\","ADMITTING_SOURCE",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Puerto Rico\006xx\","006xx","N","LAE",(null),"LOCATION_CODE:006",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'006'",(null),"\Zip codes\Puerto Rico","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Puerto Rico\","006xx","006","006"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Montana\598xx\","598xx","N","LAE",(null),"LOCATION_CODE:598",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'598'",(null),"\Zip codes\Montana","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Montana\","598xx","598","598"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\623xx\","623xx","N","LAE",(null),"LOCATION_CODE:623",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'623'",(null),"\Zip codes\Illinois","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\","623xx","623","623"
6,"\PCORI\ENCOUNTER\DRG\01\(11) Diseases of Kidney and Urinary\Medical\(320) Kidney and urinary tract ~\","Kidney and urinary tract infections age >17 w cc","N","LAE",(null),"CMSDRG:320",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(11) Diseases of Kidney and Urinary\Medical\(320) Kidney and urinary tract ~\",(null),"CMS-DRG \ Diseases of Kidney and Urinary \ Medical \ Kidney and urinary tract infections age >17 w cc","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(11) Diseases of Kidney and Urinary\Medical\","(320) Kidney and urinary tract ~","320","320"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Michigan\483xx\","483xx","N","LAE",(null),"LOCATION_CODE:483",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'483'",(null),"\Zip codes\Michigan","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Michigan\","483xx","483","483"
3,"\PCORI\ENCOUNTER\DISCHARGE_STATUS\NH\","Nursing home (includes ICF)","N","LAE",(null),"DISCHARGE_STATUS:NH",(null),"patient_num","VISIT_DIMENSION","DISCHARGE_STATUS","T","IN","'NH'",(null),"Nursing home (includes icf)","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DISCHARGE_STATUS\","NH","NH","NH"
3,"\PCORI\ENCOUNTER\DISCHARGE_STATUS\RS\","Residential facility","N","LAE",(null),"DISCHARGE_STATUS:RS",(null),"patient_num","VISIT_DIMENSION","DISCHARGE_STATUS","T","IN","'RS'",(null),"Residential facility","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DISCHARGE_STATUS\","RS","RS","RS"
3,"\PCORI\ENCOUNTER\DISCHARGE_STATUS\SH\","Still in hospital","N","LAE",(null),"DISCHARGE_STATUS:SH",(null),"patient_num","VISIT_DIMENSION","DISCHARGE_STATUS","T","IN","'SH'",(null),"Still in hospital","@",[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],[2001/01/01:12:00:00 AM],"PCORNET_CDM",(null),(null),"\PCORI\ENCOUNTER\DISCHARGE_STATUS\","SH","SH","SH"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Iowa\525xx\","525xx","N","LAE",(null),"LOCATION_CODE:525",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'525'",(null),"\Zip codes\Iowa","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Iowa\","525xx","525","525"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\","California","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'908','958','945','903','906','902','940','947','920','923','912','916','949','943','960','905','941','942','952','944','931','951','936','953','918','913','932','954','925','921','910','901','900','915','919','933','935','922','917','956','950','939','948','961','927','934','904','955','907','911','926','914','938','924','930','957','937','959','946','928'",(null),"Demographics \ Zip codes \ California","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","California",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\266xx\","266xx","N","LAE",(null),"LOCATION_CODE:266",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'266'",(null),"\Zip codes\West Virginia","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\","266xx","266","266"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Maine\043xx\","043xx","N","LAE",(null),"LOCATION_CODE:043",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'043'",(null),"\Zip codes\Maine","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Maine\","043xx","043","043"
